x1,x2,x3,x4,x5,x6,x7,x8,x9,ID
-0.5161653890064863,1.2486427740433101,0.22904804233446163,2.188026583746422,0.9995255039605645,1.6519760912129622,-0.10468002163216286,-1.0876312657395026,0.2890429072342046,1
3.892508169672919,-1.1062480661662444,3.672434011910025,1.070631516063979,0.5288990928227633,0.899475824601246,-1.2280090360120004,-1.4239784565946043,1.5120323406501581,2
-6.094234475771688,-1.6787427346677355,-2.2273800557560435,3.141234818558055,-1.1246786690166377,-6.513371005407216,0.4228059769326774,1.0464172542153236,0.06560048423382958,3
-4.468351929508303,-2.75911188480444,-1.1334757772635444,1.8844835699739964,-1.20417052023121,-7.26084903067027,0.1363930134557099,1.3013438641050026,0.3393295072566621,4
-5.745351826630031,-1.9953714997400942,-1.9233335416944066,1.9341827296995713,-1.3557369367012688,-5.610855210143573,0.713208050119811,1.8057314940978533,0.8798127556176991,5
-5.931670312591791,-1.299708035495245,-3.311096025342177,2.2664095918015352,-1.8439385230614107,-5.17141143180291,0.00726046353611688,1.0356962964518657,0.047690873556594765,6
-4.602199467486135,-1.56802244381283,-2.0898560650320244,1.9482181349635013,-1.9718768646368061,-4.959866398116928,-0.21415857999797522,0.92811693768559,0.5364135364167817,7
-2.9500466776454157,-1.6281582322104153,-1.4007232175080482,0.895803089963501,-1.4199928877474586,-3.9418584612777745,-0.09185407644494673,1.0016397446052119,0.5119060620730596,8
-4.074137040188668,-0.5236955780124796,-2.255872474053471,1.204101932399576,-1.180052458004702,-2.907451851959567,0.4208792726051794,1.00767402895539,0.2584515180986279,9
-4.01401956529195,-0.5836624141755693,-1.875056552240254,1.098250279563891,-1.266004809094607,-2.228906688637098,0.5824093124334758,1.2060643201005803,0.7857796184899268,10
-2.9872394244788887,1.2491328688654721,-2.6540908449300233,1.998582381891167,-1.09839199636407,0.17036327144581198,-0.7438693837410427,-0.5727623467410009,-0.22915065697687148,11
-0.5448772117834487,0.31177784608179304,-1.1181873790759858,1.088918701046118,-0.7881123343621245,0.284406714654255,-0.8130475281981581,-0.7188826209510076,0.061165522981270794,12
-0.08745418031585081,0.15874354413200503,-0.4450549671713261,1.0009106749550203,-0.7427161244641322,0.16157960826541007,-0.8430112733446187,-0.6687952749226593,0.2521421218446987,13
